log_time_s,publish_time_s,data
1765973650.0799994,1765973650.0799105,10.603530883789062
1765973661.1465642,1765973661.1464872,5.263905048370361
1765973666.8745103,1765973666.8744276,7.618241310119629
1765973674.9546695,1765973674.9545617,9.313572883605957
1765973684.7331479,1765973684.733044,9.808639526367188
1765973695.0069907,1765973695.0068736,12.127791404724121
1765973707.6001372,1765973707.6000662,8.00664234161377
1765973716.0719075,1765973716.071817,7.2520575523376465
1765973723.799728,1765973723.7996464,12.663735389709473
1765973736.9304032,1765973736.930326,13.165367126464844
1765973750.562435,1765973750.5623612,8.292631149291992
1765973759.3197029,1765973759.3196285,5.486912727355957
1765973765.2830732,1765973765.2829928,12.551839828491211
1765973778.3017511,1765973778.3016772,9.175887107849121
1765973787.944493,1765973787.9443967,11.45121955871582
1765973799.8590772,1765973799.8590028,10.863372802734375
1765973811.1881065,1765973811.1880376,11.69048023223877
1765973823.3552063,1765973823.3551214,7.43144416809082
1765973831.2537684,1765973831.2536914,10.84472370147705
1765973842.560646,1765973842.5603945,13.893193244934082
1765973856.9177253,1765973856.9176538,12.926719665527344
1765973870.3098676,1765973870.3096251,10.24516773223877
1765973881.020311,1765973881.0202343,11.094718933105469
1765973892.5907218,1765973892.5906463,11.47592830657959
1765973904.5320787,1765973904.5319803,14.04861831665039
1765973919.0440269,1765973919.0439305,14.533178329467773
1765973934.0413458,1765973934.0412538,10.018721580505371
