1783934243.2267284;1783934243.226593;5000
1783934249.2268047;1783934249.22664;904
1783934264.2268012;1783934264.2266448;675
1783934272.2268713;1783934272.2267003;698
1783934285.2267907;1783934285.2266343;632
1783934292.2268558;1783934292.226666;1411
1783934302.22675;1783934302.226586;1321
1783934317.2268176;1783934317.226655;675
1783934331.2267728;1783934331.2266188;5000
1783934340.226805;1783934340.2266493;5000
1783934351.2269373;1783934351.226691;5000
1783934360.226845;1783934360.2266593;5000
1783934376.2267992;1783934376.2266443;5000
