1783929446.470419;1783929446.470213;5
1783929447.731617;1783929447.7314277;0
1783929448.1253343;1783929448.1251323;5
1783929451.7515604;1783929451.751371;0
1783929452.1115391;1783929452.1113472;9
1783929452.625232;1783929452.6250381;0
1783929453.4652154;1783929453.4650264;6
1783929454.33031;1783929454.3300889;0
1783929456.4064276;1783929456.4062145;5
1783929460.4501414;1783929460.4499469;0
1783929470.2661645;1783929470.2659547;0
1783929470.2687025;1783929470.268471;0
1783929470.270601;1783929470.2696562;0
1783929470.274896;1783929470.2747219;0
1783929470.2765965;1783929470.275751;0
1783929470.2789977;1783929470.2772791;0
1783929470.2790592;1783929470.2781575;0
1783929470.287305;1783929470.2871435;0
1783929470.288911;1783929470.2881405;0
1783929470.324927;1783929470.3247166;0
1783929470.3263078;1783929470.3259432;0
1783929470.3275983;1783929470.3274453;0
1783929470.328675;1783929470.3285556;0
1783929470.3300626;1783929470.3294766;0
1783929470.331285;1783929470.331094;0
1783929470.3333626;1783929470.3324962;0
1783929470.348571;1783929470.3484182;0
1783929470.3522978;1783929470.3521674;0
1783929470.831193;1783929470.830999;0
1783929470.8333151;1783929470.8331513;0
1783929470.8649175;1783929470.864689;0
1783929470.8669705;1783929470.8667583;0
1783929470.8692245;1783929470.8679307;0
1783929470.8694139;1783929470.8692322;0
1783929470.871001;1783929470.8705003;0
1783929470.9286547;1783929470.9284425;0
1783929470.9312203;1783929470.9308748;0
1783929470.932895;1783929470.9321134;0
1783929470.9848833;1783929470.9846864;0
1783929471.0448732;1783929471.0446978;0
1783929471.6448867;1783929471.6446817;0
1783929471.6461205;1783929471.6459646;0
1783929472.2099578;1783929472.2097552;3
1783929473.471131;1783929473.470938;0
1783929473.8048375;1783929473.8046455;3
1783929475.1499088;1783929475.1497102;3
1783929475.1532943;1783929475.1509316;3
1783929475.3060522;1783929475.3058562;3
1783929475.307262;1783929475.3069744;3
1783929478.3060093;1783929478.3058012;12
1783929480.0098133;1783929480.0096073;3
1783929481.1859708;1783929481.1857672;0
