"log_time_s","publish_time_s","file","function","level","line","msg","name"
"1773664079.0548885","1773664079.0548694","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/rosout'","rosbag2_recorder"
"1773664079.057032","1773664079.0570083","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/events/write_split'","rosbag2_recorder"
"1773664079.057209","1773664079.0571935","./src/rosbag2_transport/recorder.cpp","record","20","365","Recording...","rosbag2_recorder"
"1773664079.124685","1773664079.0141437","./src/rosbag2_transport/recorder.cpp","RecorderImpl","20","190","Press SPACE for pausing/resuming","rosbag2_recorder"
"1773664079.1247091","1773664079.0486248","./src/rosbag2_transport/recorder.cpp","record","20","353","Listening for topics...","rosbag2_recorder"
"1773664079.1247141","1773664079.0486786","./src/rosbag2_transport/recorder.cpp","event_publisher_thread_main","20","371","Event publisher thread: Starting","rosbag2_recorder"
"1773664079.1714485","1773664079.1714163","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/right_wheel_steps'","rosbag2_recorder"
"1773664079.1743295","1773664079.1743011","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/tipo_exp'","rosbag2_recorder"
"1773664079.1750338","1773664076.6073987","/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/esp32Node.py","connect","20","56","ESP32 : CONNECTED","sensorHallyPot"
"1773664079.1758502","1773664079.175826","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/Ejecucion'","rosbag2_recorder"
"1773664079.1784275","1773664076.892657","/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/opasistidaNode.py","update_tactil_der","20","90","Dato publicado tactil derecha: 0","opasistidaNode"
"1773664079.1784372","1773664076.893488","/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/opasistidaNode.py","timer_callback","20","109","Dato publicado Navegación Táctil:0","opasistidaNode"
"1773664079.1784399","1773664077.7227209","/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/opasistidaNode.py","update_pot","20","147","Dato publicado potenciometro: 0","opasistidaNode"
"1773664079.1784527","1773664078.7222753","/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/opasistidaNode.py","update_pot","20","147","Dato publicado potenciometro: 1","opasistidaNode"
"1773664079.1794443","1773664079.1794155","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/parameter_events'","rosbag2_recorder"
"1773664079.181583","1773664078.5527806","/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/movilNode.py","first_connection","20","220","Conexion Movil : CONNECTED","Movil"
"1773664079.1823685","1773664079.182341","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/tipo_exp_int'","rosbag2_recorder"
"1773664079.1838887","1773664079.1838655","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/Movil_status'","rosbag2_recorder"
"1773664079.185625","1773664079.1856022","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/modo_exp'","rosbag2_recorder"
"1773664079.1871157","1773664079.187088","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/modo_exp_int'","rosbag2_recorder"
"1773664079.1890316","1773664079.189003","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/name_movil_hash'","rosbag2_recorder"
"1773664079.1905963","1773664079.1905732","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/esp32_status'","rosbag2_recorder"
"1773664079.1925197","1773664079.1924512","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/left_wheel_steps'","rosbag2_recorder"
"1773664079.194114","1773664079.194088","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/name_movil'","rosbag2_recorder"
"1773664079.1959157","1773664079.1958895","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/op_manual_asistida'","rosbag2_recorder"
"1773664079.1972487","1773664079.1972256","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/pot_esp32'","rosbag2_recorder"
"1773664079.7087452","1773664079.7087197","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/tactil_izq'","rosbag2_recorder"
"1773664079.7136815","1773664079.7136502","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/arduino_status'","rosbag2_recorder"
"1773664079.7153623","1773664079.715337","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/tactil_der'","rosbag2_recorder"
"1773664079.8189452","1773664079.8189127","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/jBnode'","rosbag2_recorder"
"1773664080.635364","1773664080.6353335","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/diff_time'","rosbag2_recorder"
"1773664080.6376636","1773664080.6376257","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/Headphones_status'","rosbag2_recorder"
"1773664080.639829","1773664080.6398032","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/Attended'","rosbag2_recorder"
"1773664080.642168","1773664080.6421373","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/random_time'","rosbag2_recorder"
"1773664080.6645555","1773664076.9449015","/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/secondarytaskNode.py","initConnection","20","184","AURICULARES : CONNECTED","ST"
"1773664081.869266","1773664081.869228","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/frame'","rosbag2_recorder"
"1773664081.871738","1773664081.8716981","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/webcam_status'","rosbag2_recorder"
"1773664084.1569204","1773664084.1567636","/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/webcamNode.py","connect","20","54","Webcam : CONNECTED","webcam"
"1773664086.5029185","1773664086.502738","/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/alarmNode.py","arduinoCallback","40","73","No hay conexión con el Arduino","alarmNode"
