1782728806.413683;1782728806.4135656;0
1782728807.4136581;1782728807.4135137;0
1782728808.4137955;1782728808.4137082;51
1782728809.4137032;1782728809.4135668;91
1782728810.4137373;1782728810.413568;-10
1782728811.4136922;1782728811.4135642;-4
1782728812.4136903;1782728812.4135602;-107
1782728813.413723;1782728813.4135745;-175
1782728814.4137254;1782728814.4135928;-179
1782728815.4136949;1782728815.4135609;-177
1782728816.4137106;1782728816.4135618;-173
1782728817.413785;1782728817.413656;-168
1782728818.4137173;1782728818.4135845;-159
1782728819.4136918;1782728819.4135408;-40
1782728820.413708;1782728820.413571;0
1782728821.413694;1782728821.413569;0
1782728822.4136937;1782728822.4135518;0
1782728823.4136868;1782728823.413561;0
1782728824.4137695;1782728824.413633;0
1782728825.4136422;1782728825.4135087;0
1782728826.413706;1782728826.4135723;0
1782728827.4137275;1782728827.413595;0
1782728828.4136918;1782728828.413542;0
1782728829.4136379;1782728829.4135158;0
1782728830.4137318;1782728830.4135854;0
1782728831.4136956;1782728831.4135494;0
1782728832.4137907;1782728832.4137084;0
1782728833.4137592;1782728833.4135695;6
1782728834.4136934;1782728834.4135394;116
1782728835.4136913;1782728835.4135594;189
1782728836.413792;1782728836.4136374;190
1782728837.413691;1782728837.4135323;196
1782728838.4136772;1782728838.4135437;197
1782728839.4138148;1782728839.4136674;195
1782728840.4136822;1782728840.4135425;195
1782728841.4137163;1782728841.4135845;200
1782728842.4145274;1782728842.4135673;205
1782728843.4136934;1782728843.413545;47
1782728844.4136848;1782728844.4135654;15
1782728845.414016;1782728845.413638;121
1782728846.4137132;1782728846.4135625;37
1782728847.413716;1782728847.4135857;0
1782728848.4137876;1782728848.4136071;0
1782728849.4137394;1782728849.4135854;0
1782728850.413708;1782728850.4135756;0
1782728851.4148495;1782728851.413651;0
1782728852.4137464;1782728852.4135866;0
1782728853.4136865;1782728853.4135582;0
1782728854.413995;1782728854.413589;0
1782728855.413718;1782728855.4135604;0
1782728856.413729;1782728856.4135888;0
1782728857.4138117;1782728857.4135833;0
1782728858.4137814;1782728858.413689;0
1782728859.4137716;1782728859.4136121;0
1782728860.4138727;1782728860.4137335;0
1782728861.4137127;1782728861.4135592;0
1782728862.413683;1782728862.4135485;0
1782728863.4137235;1782728863.413562;0
1782728864.4136872;1782728864.4135463;0
1782728865.4136999;1782728865.4135683;0
1782728866.4137404;1782728866.413569;37
1782728867.413671;1782728867.4135299;57
1782728868.4138193;1782728868.4137378;4
1782728869.4137707;1782728869.413661;1
1782728870.4137914;1782728870.4136417;28
1782728871.4136817;1782728871.4135454;145
1782728872.413687;1782728872.4135337;214
1782728873.4137187;1782728873.413567;220
1782728874.4137008;1782728874.4135683;217
1782728875.4136655;1782728875.41352;207
1782728876.4136758;1782728876.4135332;118
1782728877.4137447;1782728877.4136157;0
1782728878.4137897;1782728878.413691;0
1782728879.4138036;1782728879.4136992;0
1782728880.4137125;1782728880.413573;-26
1782728881.413693;1782728881.4135437;0
1782728882.4136558;1782728882.413516;0
1782728883.413707;1782728883.4135764;0
1782728884.4137146;1782728884.413564;0
1782728885.4137025;1782728885.4135468;0
1782728886.413651;1782728886.4135306;0
1782728887.4137156;1782728887.4135609;0
1782728888.4136918;1782728888.4135451;0
1782728889.4137282;1782728889.413599;0
1782728890.4136403;1782728890.413491;0
1782728891.4137154;1782728891.4135807;-82
1782728892.413683;1782728892.4135566;-105
1782728893.4137237;1782728893.413576;-51
1782728894.4136753;1782728894.4135287;-52
1782728895.413722;1782728895.413589;-195
1782728896.4136927;1782728896.4135437;-221
1782728897.4137232;1782728897.4135714;-229
1782728898.4137342;1782728898.413604;-247
1782728899.4136834;1782728899.413529;-162
1782728900.413692;1782728900.413539;0
1782728901.4137177;1782728901.4135883;0
1782728902.4136865;1782728902.4135306;0
