1782728806.1775527;1782728806.1769986;CONNECTED
1782728808.1705225;1782728808.1703396;CONNECTED
1782728810.17055;1782728810.1704433;CONNECTED
1782728812.1714559;1782728812.171335;CONNECTED
1782728814.1706092;1782728814.1704094;CONNECTED
1782728816.1702642;1782728816.1700735;CONNECTED
1782728818.1703415;1782728818.1702204;CONNECTED
1782728820.1702118;1782728820.1700056;CONNECTED
1782728822.1693053;1782728822.1690958;CONNECTED
1782728824.1715016;1782728824.1712203;CONNECTED
1782728826.1694927;1782728826.1693826;CONNECTED
1782728828.1720731;1782728828.171559;CONNECTED
1782728830.1699529;1782728830.1697533;CONNECTED
1782728832.1715658;1782728832.1714666;CONNECTED
1782728834.1712174;1782728834.1711152;CONNECTED
1782728836.171905;1782728836.1717045;CONNECTED
1782728838.170646;1782728838.1705096;CONNECTED
1782728840.172;1782728840.171277;CONNECTED
1782728842.1690779;1782728842.1688719;CONNECTED
1782728844.169771;1782728844.169656;CONNECTED
1782728846.1684155;1782728846.1682222;CONNECTED
1782728848.1700468;1782728848.1698446;CONNECTED
1782728850.1684575;1782728850.1683197;CONNECTED
1782728852.1706688;1782728852.1704862;CONNECTED
1782728854.1704848;1782728854.1703799;CONNECTED
1782728856.1709557;1782728856.1708498;CONNECTED
1782728858.1706934;1782728858.1705089;CONNECTED
1782728860.1712825;1782728860.1709821;CONNECTED
1782728862.1706595;1782728862.1705568;CONNECTED
1782728864.171271;1782728864.1710749;CONNECTED
1782728866.1905625;1782728866.190461;CONNECTED
1782728868.1701493;1782728868.169934;CONNECTED
1782728870.1713293;1782728870.171156;CONNECTED
1782728872.1704671;1782728872.170287;CONNECTED
1782728874.1704242;1782728874.1702216;CONNECTED
1782728876.170048;1782728876.1698382;CONNECTED
1782728878.170227;1782728878.1701286;CONNECTED
1782728880.1691823;1782728880.1689832;CONNECTED
1782728882.1698725;1782728882.169757;CONNECTED
1782728884.1700208;1782728884.169905;CONNECTED
1782728886.170248;1782728886.1701238;CONNECTED
1782728888.1693063;1782728888.1692064;CONNECTED
1782728890.1701062;1782728890.1699905;CONNECTED
1782728892.1707513;1782728892.1706398;CONNECTED
1782728894.171633;1782728894.1714168;CONNECTED
