"log_time_s","publish_time_s","data"
"1765969791.0844092","1765969791.0843062","0"
"1765969792.084401","1765969792.084283","0"
"1765969793.084404","1765969793.0842826","0"
"1765969794.0843651","1765969794.0842106","0"
"1765969795.084383","1765969795.0842319","0"
"1765969796.084382","1765969796.0842485","0"
"1765969797.0843663","1765969797.0842133","0"
"1765969798.0843873","1765969798.084232","0"
"1765969799.0843875","1765969799.0842433","0"
"1765969800.084371","1765969800.0842168","0"
"1765969801.0843432","1765969801.084204","0"
"1765969802.0843687","1765969802.0842447","0"
"1765969803.0843925","1765969803.0842314","0"
"1765969804.0844042","1765969804.0842426","0"
"1765969805.0843973","1765969805.0842457","0"
"1765969806.084391","1765969806.084231","0"
"1765969807.0843735","1765969807.0842125","0"
"1765969808.084403","1765969808.084279","0"
"1765969809.0843756","1765969809.08422","0"
"1765969810.084379","1765969810.0842295","0"
"1765969811.0843978","1765969811.0842571","0"
"1765969812.0843682","1765969812.0842187","0"
"1765969813.08439","1765969813.0842373","0"
"1765969814.0843744","1765969814.0842466","0"
"1765969815.08438","1765969815.0842328","0"
"1765969816.084387","1765969816.0842333","0"
"1765969817.0843682","1765969817.0842433","0"
"1765969818.084381","1765969818.0842257","0"
"1765969819.0843925","1765969819.0842319","0"
"1765969820.0843642","1765969820.0842261","0"
"1765969821.0843832","1765969821.084228","0"
"1765969822.0843868","1765969822.0842285","0"
"1765969823.0843813","1765969823.0842502","0"
"1765969824.0843756","1765969824.0842211","0"
"1765969825.0843968","1765969825.0842414","0"
"1765969826.0843878","1765969826.0842404","0"
"1765969827.0843933","1765969827.0842302","0"
"1765969828.0843775","1765969828.0842216","0"
"1765969829.0843961","1765969829.0842597","0"
"1765969830.084381","1765969830.0842304","0"
"1765969831.0844367","1765969831.0842876","0"
"1765969832.0844133","1765969832.0842853","0"
"1765969833.0843508","1765969833.0841997","0"
"1765969834.084416","1765969834.0842576","0"
"1765969835.0844007","1765969835.0842867","0"
