timestamp_s;topic;value
1784186594.9505062;op_manual_asistida;0
1784186595.1861136;tactil_der;0
1784186595.8737543;pot_esp32;8
1784186595.8740065;left_wheel_steps;0
1784186595.874183;right_wheel_steps;0
1784186596.871506;left_wheel_steps;0
1784186596.8717217;right_wheel_steps;0
1784186597.8714857;left_wheel_steps;0
1784186597.871693;right_wheel_steps;0
1784186598.8713815;left_wheel_steps;0
1784186598.8715801;right_wheel_steps;0
1784186599.8714223;left_wheel_steps;0
1784186599.8716412;right_wheel_steps;0
1784186600.871431;left_wheel_steps;0
1784186600.8716407;right_wheel_steps;0
1784186601.8714359;left_wheel_steps;0
1784186601.8716977;right_wheel_steps;0
1784186602.871424;left_wheel_steps;0
1784186602.8716466;right_wheel_steps;0
1784186603.8714676;left_wheel_steps;0
1784186603.8716722;right_wheel_steps;0
1784186604.8714352;left_wheel_steps;0
1784186604.87164;right_wheel_steps;0
1784186605.8714209;left_wheel_steps;0
1784186605.871637;right_wheel_steps;0
1784186606.8713915;left_wheel_steps;0
1784186606.8716333;right_wheel_steps;0
1784186607.871433;left_wheel_steps;0
1784186607.8716385;right_wheel_steps;0
1784186608.8714995;left_wheel_steps;0
1784186608.871711;right_wheel_steps;0
1784186609.8715131;left_wheel_steps;0
1784186609.8717172;right_wheel_steps;0
1784186610.871479;left_wheel_steps;0
1784186610.8716865;right_wheel_steps;0
1784186611.8714383;left_wheel_steps;0
1784186611.8721402;right_wheel_steps;0
1784186612.871426;left_wheel_steps;0
1784186612.8716283;right_wheel_steps;0
1784186613.871422;left_wheel_steps;0
1784186613.871625;right_wheel_steps;0
1784186614.8713965;left_wheel_steps;0
1784186614.871605;right_wheel_steps;0
1784186615.8714242;left_wheel_steps;0
1784186615.8716362;right_wheel_steps;0
1784186616.8714745;left_wheel_steps;0
1784186616.8717153;right_wheel_steps;0
1784186617.8714175;left_wheel_steps;0
1784186617.8716316;right_wheel_steps;0
1784186618.8714378;left_wheel_steps;0
1784186618.87165;right_wheel_steps;0
1784186619.8714514;left_wheel_steps;0
1784186619.871657;right_wheel_steps;0
1784186620.871423;left_wheel_steps;0
1784186620.8716252;right_wheel_steps;0
1784186621.8714612;left_wheel_steps;0
1784186621.871695;right_wheel_steps;0
1784186622.871448;left_wheel_steps;0
1784186622.8716524;right_wheel_steps;0
1784186623.8714209;left_wheel_steps;0
1784186623.8716414;right_wheel_steps;0
1784186624.8712976;left_wheel_steps;0
1784186624.8715034;right_wheel_steps;0
1784186625.8715444;left_wheel_steps;0
1784186625.8717544;right_wheel_steps;0
1784186626.871484;left_wheel_steps;0
1784186626.871728;right_wheel_steps;0
1784186627.8714995;left_wheel_steps;0
1784186627.8717082;right_wheel_steps;0
1784186628.871448;left_wheel_steps;0
1784186628.8716512;right_wheel_steps;0
1784186629.8714359;left_wheel_steps;0
1784186629.8716516;right_wheel_steps;0
1784186630.8714314;left_wheel_steps;0
1784186630.87164;right_wheel_steps;0
1784186631.871451;left_wheel_steps;0
1784186631.871683;right_wheel_steps;0
1784186632.871427;left_wheel_steps;0
1784186632.871636;right_wheel_steps;0
1784186633.8714492;left_wheel_steps;0
1784186633.871671;right_wheel_steps;0
1784186634.8714767;left_wheel_steps;0
1784186634.8716815;right_wheel_steps;0
1784186635.871489;left_wheel_steps;0
1784186635.871712;right_wheel_steps;0
1784186636.871464;left_wheel_steps;0
1784186636.8716872;right_wheel_steps;0
1784186637.8714612;left_wheel_steps;0
1784186637.8716657;right_wheel_steps;0
1784186638.8715403;left_wheel_steps;0
1784186638.871749;right_wheel_steps;0
1784186639.8714983;left_wheel_steps;0
1784186639.8717089;right_wheel_steps;0
1784186640.8714993;left_wheel_steps;0
1784186640.8717017;right_wheel_steps;0
1784186641.8714974;left_wheel_steps;0
1784186641.8717554;right_wheel_steps;0
1784186642.871513;left_wheel_steps;0
1784186642.8717177;right_wheel_steps;0
1784186643.871526;left_wheel_steps;0
1784186643.871735;right_wheel_steps;0
1784186644.871396;left_wheel_steps;0
1784186644.8715677;right_wheel_steps;0
1784186645.8716526;left_wheel_steps;0
1784186645.8719368;right_wheel_steps;0
1784186646.8714101;left_wheel_steps;0
1784186646.8716373;right_wheel_steps;0
1784186647.8713694;left_wheel_steps;0
1784186647.8715892;right_wheel_steps;0
1784186648.8714185;left_wheel_steps;0
1784186648.8716264;right_wheel_steps;0
1784186649.8714108;left_wheel_steps;0
1784186649.871625;right_wheel_steps;0
1784186650.8713868;left_wheel_steps;0
1784186650.8716094;right_wheel_steps;0
1784186651.8714302;left_wheel_steps;0
1784186651.8716617;right_wheel_steps;0
1784186652.871418;left_wheel_steps;0
1784186652.8716788;right_wheel_steps;0
1784186653.8714273;left_wheel_steps;0
1784186653.8716536;right_wheel_steps;0
1784186654.8713028;left_wheel_steps;0
1784186654.871514;right_wheel_steps;0
1784186655.8714228;left_wheel_steps;0
1784186655.8716328;right_wheel_steps;0
1784186656.8714507;left_wheel_steps;0
1784186656.8716884;right_wheel_steps;0
1784186657.871421;left_wheel_steps;0
1784186657.8716698;right_wheel_steps;0
1784186658.8714225;left_wheel_steps;0
1784186658.8716435;right_wheel_steps;0
1784186659.8714132;left_wheel_steps;0
1784186659.8716521;right_wheel_steps;0
1784186660.8714187;left_wheel_steps;0
1784186660.8716414;right_wheel_steps;0
1784186661.8714354;left_wheel_steps;0
1784186661.871653;right_wheel_steps;0
1784186662.8714573;left_wheel_steps;0
1784186662.87171;right_wheel_steps;0
1784186663.87144;left_wheel_steps;0
1784186663.8716614;right_wheel_steps;0
1784186664.871419;left_wheel_steps;0
1784186664.8716419;right_wheel_steps;0
1784186665.8714178;left_wheel_steps;0
1784186665.8716524;right_wheel_steps;0
1784186666.8714032;left_wheel_steps;0
1784186666.8716366;right_wheel_steps;0
1784186667.8714185;left_wheel_steps;0
1784186667.8716447;right_wheel_steps;0
1784186668.871421;left_wheel_steps;0
1784186668.8716228;right_wheel_steps;0
1784186669.8714797;left_wheel_steps;0
1784186669.8716846;right_wheel_steps;0
1784186670.871422;left_wheel_steps;0
1784186670.8716257;right_wheel_steps;0
1784186671.8714116;left_wheel_steps;0
1784186671.871629;right_wheel_steps;0
1784186672.8713815;left_wheel_steps;0
1784186672.871597;right_wheel_steps;0
1784186673.8714414;left_wheel_steps;0
1784186673.871646;right_wheel_steps;0
1784186674.1710386;name_movil;SUJ5
1784186674.8714335;left_wheel_steps;0
1784186674.871642;right_wheel_steps;0
1784186675.871451;left_wheel_steps;0
1784186675.871657;right_wheel_steps;0
1784186676.675752;tipo_exp;0
1784186676.8716598;left_wheel_steps;0
1784186676.8718607;right_wheel_steps;0
1784186677.8714817;left_wheel_steps;0
1784186677.8717544;right_wheel_steps;0
1784186678.8714607;left_wheel_steps;0
1784186678.8716629;right_wheel_steps;0
1784186679.8714588;left_wheel_steps;0
1784186679.8716571;right_wheel_steps;0
1784186680.87137;left_wheel_steps;0
1784186680.8715723;right_wheel_steps;0
1784186681.871384;left_wheel_steps;0
1784186681.8715982;right_wheel_steps;0
1784186682.8714032;left_wheel_steps;0
1784186682.8716443;right_wheel_steps;0
1784186683.8714278;left_wheel_steps;0
1784186683.8716536;right_wheel_steps;0
1784186684.871283;left_wheel_steps;0
1784186684.871487;right_wheel_steps;0
1784186685.871426;left_wheel_steps;0
1784186685.8716314;right_wheel_steps;0
1784186686.871393;left_wheel_steps;0
1784186686.87161;right_wheel_steps;0
1784186687.8714273;left_wheel_steps;0
1784186687.8716629;right_wheel_steps;0
1784186688.671808;directorio_grabacion;SUJ5_0_2_2026_07_16-09_24_48
1784186688.6753683;modo_exp;2
1784186688.8713942;left_wheel_steps;0
1784186688.8716002;right_wheel_steps;0
1784186689.8713813;left_wheel_steps;0
1784186689.871601;right_wheel_steps;0
1784186690.8713844;left_wheel_steps;0
1784186690.871597;right_wheel_steps;0
1784186691.8714123;left_wheel_steps;0
1784186691.8716238;right_wheel_steps;0
1784186692.8713856;left_wheel_steps;0
1784186692.87162;right_wheel_steps;0
1784186693.8714075;left_wheel_steps;0
1784186693.8716164;right_wheel_steps;0
1784186694.8714225;left_wheel_steps;0
1784186694.8716347;right_wheel_steps;0
1784186695.8713949;left_wheel_steps;0
1784186695.8716314;right_wheel_steps;0
1784186696.871444;left_wheel_steps;0
1784186696.8716516;right_wheel_steps;0
1784186697.171711;Ejecucion;0
1784186697.871435;left_wheel_steps;0
1784186697.871678;right_wheel_steps;0
1784186698.8714209;left_wheel_steps;0
1784186698.8716354;right_wheel_steps;0
1784186699.8715;left_wheel_steps;0
1784186699.8717055;right_wheel_steps;0
1784186700.6717217;Ejecucion;20
1784186700.6756012;control_grabacion;True
1784186700.754189;frame;1
1784186700.8713794;left_wheel_steps;0
1784186700.871559;right_wheel_steps;0
1784186701.871613;left_wheel_steps;0
1784186701.8726661;right_wheel_steps;0
1784186702.7524126;frame;2
1784186702.8714294;left_wheel_steps;0
1784186702.8716276;right_wheel_steps;0
1784186703.8715045;left_wheel_steps;0
1784186703.8717384;right_wheel_steps;0
1784186704.752745;frame;3
1784186704.8714964;left_wheel_steps;0
1784186704.8717332;right_wheel_steps;0
1784186705.8715365;left_wheel_steps;0
1784186705.8717463;right_wheel_steps;0
1784186706.7524776;frame;4
1784186706.8714757;left_wheel_steps;0
1784186706.87168;right_wheel_steps;0
1784186707.8715093;left_wheel_steps;0
1784186707.8717158;right_wheel_steps;0
1784186708.7525406;frame;5
1784186708.8714883;left_wheel_steps;0
1784186708.8716898;right_wheel_steps;0
1784186709.871526;left_wheel_steps;0
1784186709.8717418;right_wheel_steps;0
1784186710.7521799;frame;6
1784186710.8714375;left_wheel_steps;0
1784186710.87164;right_wheel_steps;0
1784186711.8715832;left_wheel_steps;0
1784186711.8719049;right_wheel_steps;0
1784186712.7519724;frame;7
1784186712.871463;left_wheel_steps;0
1784186712.8716981;right_wheel_steps;0
1784186713.871492;left_wheel_steps;0
1784186713.8717406;right_wheel_steps;0
1784186714.7518568;frame;8
1784186714.8714962;left_wheel_steps;0
1784186714.871716;right_wheel_steps;0
1784186715.871598;left_wheel_steps;0
1784186715.8717914;right_wheel_steps;0
1784186716.752655;frame;9
1784186716.8715146;left_wheel_steps;0
1784186716.871721;right_wheel_steps;0
1784186717.8715727;left_wheel_steps;0
1784186717.8717878;right_wheel_steps;0
1784186718.7516806;frame;10
1784186718.8714795;left_wheel_steps;0
1784186718.8717144;right_wheel_steps;0
1784186719.8715174;left_wheel_steps;0
1784186719.8717422;right_wheel_steps;0
1784186720.7530026;frame;11
1784186720.8715308;left_wheel_steps;0
1784186720.8717546;right_wheel_steps;0
1784186721.871528;left_wheel_steps;0
1784186721.871724;right_wheel_steps;0
1784186722.7516828;frame;12
1784186722.8715024;left_wheel_steps;0
1784186722.8716986;right_wheel_steps;0
1784186723.8719902;left_wheel_steps;0
1784186723.8723078;right_wheel_steps;0
1784186724.7519019;frame;13
1784186724.871487;left_wheel_steps;0
1784186724.8717096;right_wheel_steps;0
1784186725.8714907;left_wheel_steps;0
1784186725.8717198;right_wheel_steps;0
1784186726.7516394;frame;14
1784186726.8714302;left_wheel_steps;0
1784186726.871662;right_wheel_steps;0
