timestamp_s;topic;value
1784187164.871797;left_wheel_steps;276
1784187164.8721151;right_wheel_steps;276
1784187165.8714597;left_wheel_steps;275
1784187165.871674;right_wheel_steps;280
1784187165.874743;tactil_der;0
1784187165.8764017;op_manual_asistida;10
1784187166.4672172;diff_time;5000
1784187166.8715184;left_wheel_steps;250
1784187166.8717432;right_wheel_steps;227
1784187167.474988;tactil_der;1
1784187167.4772937;op_manual_asistida;3
1784187167.871666;left_wheel_steps;262
1784187167.8718877;right_wheel_steps;215
1784187168.775271;tactil_izq;0
1784187168.7773442;op_manual_asistida;12
1784187168.8715267;left_wheel_steps;196
1784187168.8717582;right_wheel_steps;209
1784187169.8715124;left_wheel_steps;162
1784187169.8717105;right_wheel_steps;234
1784187170.3256643;tactil_der;0
1784187170.3286521;op_manual_asistida;0
1784187170.8715746;left_wheel_steps;184
1784187170.8718133;right_wheel_steps;261
1784187171.8716803;pot_esp32;3
1784187171.8719203;left_wheel_steps;13
1784187171.8720543;right_wheel_steps;20
1784187172.8717034;pot_esp32;4
1784187172.8719442;left_wheel_steps;0
1784187172.872106;right_wheel_steps;0
1784187173.8716388;pot_esp32;3
1784187173.8718562;left_wheel_steps;0
1784187173.8719833;right_wheel_steps;0
1784187174.0248113;tactil_der;1
1784187174.774972;tactil_der;0
1784187174.8716037;left_wheel_steps;0
1784187174.8718395;right_wheel_steps;0
1784187175.12484;tactil_der;1
1784187175.1287088;op_manual_asistida;6
1784187175.8716831;left_wheel_steps;2
1784187175.871899;right_wheel_steps;2
1784187176.3018038;Attended;0
1784187176.3028984;random_time;10685
1784187176.871698;left_wheel_steps;-81
1784187176.8719132;right_wheel_steps;107
1784187177.8715823;left_wheel_steps;-91
1784187177.8717957;right_wheel_steps;118
1784187178.8716354;left_wheel_steps;-92
1784187178.8718517;right_wheel_steps;111
1784187179.8716319;pot_esp32;8
1784187179.8718922;left_wheel_steps;-91
1784187179.873861;op_manual_asistida;12
1784187179.874216;right_wheel_steps;109
1784187180.0748353;tactil_izq;1
1784187180.0768983;op_manual_asistida;3
1784187180.8716853;left_wheel_steps;51
1784187180.8726878;right_wheel_steps;82
1784187181.4672685;diff_time;5000
