timestamp_s;topic;value
1783934550.7347827;left_wheel_steps;133
1783934550.7350214;right_wheel_steps;130
1783934551.0433383;jBnode;10
1783934551.734774;left_wheel_steps;209
1783934551.734987;right_wheel_steps;204
1783934552.7348394;left_wheel_steps;248
1783934552.7350779;right_wheel_steps;187
1783934553.1439629;jBnode;9
1783934553.4147213;Attended;1
1783934553.41585;random_time;14956
1783934553.7348537;left_wheel_steps;232
1783934553.7350848;right_wheel_steps;181
1783934554.2274213;diff_time;685
1783934554.7347608;left_wheel_steps;85
1783934554.7349572;right_wheel_steps;-73
1783934554.822632;jBnode;10
1783934554.8590007;jBnode;3
1783934555.7347808;left_wheel_steps;66
1783934555.7349963;right_wheel_steps;56
1783934556.7347853;left_wheel_steps;128
1783934556.7350023;right_wheel_steps;129
1783934557.5579484;jBnode;0
1783934557.7348218;left_wheel_steps;224
1783934557.7350473;right_wheel_steps;223
1783934558.3066568;jBnode;3
1783934558.7347472;left_wheel_steps;84
1783934558.734943;right_wheel_steps;90
1783934559.7348278;left_wheel_steps;88
1783934559.7350903;right_wheel_steps;90
1783934559.7780492;jBnode;12
1783934559.863395;jBnode;3
1783934559.9827638;jBnode;12
1783934560.7353616;left_wheel_steps;159
1783934560.7355561;right_wheel_steps;172
1783934561.7349846;left_wheel_steps;62
1783934561.7352097;right_wheel_steps;121
1783934562.7348685;left_wheel_steps;174
1783934562.7350914;right_wheel_steps;255
1783934563.734978;left_wheel_steps;186
1783934563.7352378;right_wheel_steps;265
1783934564.734872;left_wheel_steps;190
1783934564.7350926;right_wheel_steps;267
1783934565.7348063;left_wheel_steps;186
1783934565.7350528;right_wheel_steps;263
1783934566.7347972;left_wheel_steps;190
1783934566.7350037;right_wheel_steps;267
1783934567.39941;jBnode;6
1783934567.4581354;jBnode;0
1783934567.5793622;jBnode;6
1783934567.7348666;left_wheel_steps;183
1783934567.7351115;right_wheel_steps;263
1783934567.9986377;jBnode;0
1783934568.4195282;jBnode;6
1783934568.734957;left_wheel_steps;69
1783934568.735195;right_wheel_steps;99
1783934568.8456275;Attended;1
1783934568.8467987;random_time;10831
1783934569.7350543;left_wheel_steps;-25
1783934569.7352946;right_wheel_steps;34
1783934570.2275195;diff_time;808
1783934570.7348056;left_wheel_steps;-93
1783934570.7350087;right_wheel_steps;111
1783934571.1183333;jBnode;12
1783934571.2389157;jBnode;3
1783934571.7346845;left_wheel_steps;-76
1783934571.7348752;right_wheel_steps;102
1783934572.4386525;jBnode;12
1783934572.7347858;left_wheel_steps;75
1783934572.7349787;right_wheel_steps;82
1783934573.2798772;jBnode;3
1783934573.7347739;left_wheel_steps;132
1783934573.7349665;right_wheel_steps;184
1783934573.9636874;jBnode;12
1783934574.7348018;left_wheel_steps;174
1783934574.7349997;right_wheel_steps;179
1783934575.7048914;jBnode;3
1783934575.7348006;left_wheel_steps;187
1783934575.7350035;right_wheel_steps;260
1783934576.7347887;left_wheel_steps;165
1783934576.734999;right_wheel_steps;200
1783934576.7634773;jBnode;12
1783934577.4186318;jBnode;6
1783934577.4786603;jBnode;12
1783934577.4806077;jBnode;6
1783934577.4871695;jBnode;12
1783934577.7347338;left_wheel_steps;188
1783934577.7350116;right_wheel_steps;215
1783934577.7435021;jBnode;3
1783934578.7347987;left_wheel_steps;38
1783934578.7350054;right_wheel_steps;77
1783934578.7637076;jBnode;0
1783934579.0387032;jBnode;3
1783934579.0999525;jBnode;0
1783934579.303868;jBnode;9
1783934579.3387175;jBnode;10
1783934579.4011858;jBnode;3
1783934579.4596732;jBnode;12
1783934579.6406507;jBnode;3
1783934579.698741;jBnode;12
1783934579.7347786;left_wheel_steps;3
1783934579.7349863;right_wheel_steps;15
1783934579.7606294;jBnode;3
1783934580.0587633;jBnode;12
1783934580.142546;Attended;0
1783934580.1446;random_time;12144
1783934580.6501725;jBnode;3
1783934580.6812751;jBnode;0
1783934580.7348475;left_wheel_steps;26
1783934580.7351885;right_wheel_steps;-26
1783934580.9239328;jBnode;3
1783934581.7348611;left_wheel_steps;17
1783934581.7351065;right_wheel_steps;22
1783934582.7347882;left_wheel_steps;9
1783934582.73506;right_wheel_steps;31
1783934582.9073865;jBnode;0
1783934583.239605;jBnode;3
1783934583.7348442;left_wheel_steps;9
1783934583.735068;right_wheel_steps;15
1783934584.734868;left_wheel_steps;40
1783934584.735116;right_wheel_steps;46
1783934585.2275376;diff_time;5000
1783934585.7365763;left_wheel_steps;209
1783934585.7367897;right_wheel_steps;204
1783934586.735325;left_wheel_steps;229
1783934586.735514;right_wheel_steps;222
1783934587.734795;left_wheel_steps;235
1783934587.7350035;right_wheel_steps;229
1783934588.73481;left_wheel_steps;226
1783934588.7350175;right_wheel_steps;223
1783934589.625291;jBnode;3
1783934589.6276717;jBnode;3
1783934589.7347832;left_wheel_steps;232
1783934589.734988;right_wheel_steps;230
1783934589.864237;jBnode;12
1783934590.7348173;left_wheel_steps;155
