timestamp_s;topic;value
1781781632.8796098;left_wheel_steps;5
1781781632.8798692;right_wheel_steps;24
1781781633.3118436;jBnode;12
1781781633.6106632;jBnode;3
1781781633.7899766;jBnode;12
1781781633.879771;left_wheel_steps;97
1781781633.8799992;right_wheel_steps;97
1781781633.8879323;frame;148
1781781634.0916135;jBnode;3
1781781634.8796058;left_wheel_steps;18
1781781634.8798406;right_wheel_steps;39
1781781635.8797824;left_wheel_steps;117
1781781635.880014;right_wheel_steps;118
1781781635.8862212;frame;149
1781781636.8796992;left_wheel_steps;218
1781781636.8799245;right_wheel_steps;208
1781781636.9960473;jBnode;12
1781781637.2109826;jBnode;3
1781781637.3910077;jBnode;12
1781781637.869791;jBnode;3
1781781637.8718045;jBnode;12
1781781637.8799188;left_wheel_steps;159
1781781637.880219;right_wheel_steps;160
1781781637.885465;frame;150
1781781637.932276;jBnode;3
1781781638.879622;left_wheel_steps;17
1781781638.879815;right_wheel_steps;36
1781781639.879836;left_wheel_steps;74
1781781639.8800614;right_wheel_steps;79
1781781639.886218;frame;151
1781781640.8796983;left_wheel_steps;209
1781781640.8799117;right_wheel_steps;202
1781781641.8797693;left_wheel_steps;226
1781781641.880008;right_wheel_steps;215
1781781641.8867807;frame;152
1781781642.0607796;jBnode;0
1781781642.8796608;left_wheel_steps;156
1781781642.879867;right_wheel_steps;151
1781781643.0139105;Ejecucion;50
1781781643.879834;left_wheel_steps;0
1781781643.8801553;right_wheel_steps;0
1781781643.886075;frame;153
1781781644.8796475;left_wheel_steps;0
1781781644.879874;right_wheel_steps;0
1781781645.8805876;left_wheel_steps;0
1781781645.8808653;right_wheel_steps;0
1781781645.8867493;frame;154
1781781646.8797085;left_wheel_steps;0
1781781646.8799417;right_wheel_steps;0
1781781647.8798623;left_wheel_steps;0
1781781647.8802028;right_wheel_steps;0
1781781647.8861697;frame;155
1781781648.8797185;left_wheel_steps;0
1781781648.879936;right_wheel_steps;0
1781781649.879924;left_wheel_steps;0
1781781649.8802412;right_wheel_steps;0
1781781649.8866513;frame;156
1781781650.87996;left_wheel_steps;0
1781781650.8801591;right_wheel_steps;0
1781781651.8797848;left_wheel_steps;0
1781781651.880017;right_wheel_steps;0
1781781651.8874922;frame;157
1781781651.995265;jBnode;3
1781781652.013213;Ejecucion;7
1781781652.8797524;left_wheel_steps;11
1781781652.8799598;right_wheel_steps;12
1781781653.7966387;jBnode;0
1781781653.8796966;left_wheel_steps;149
1781781653.8799026;right_wheel_steps;146
1781781653.8870747;frame;158
1781781654.3366039;jBnode;5
1781781654.8796995;left_wheel_steps;-87
1781781654.879911;right_wheel_steps;-83
1781781655.6310961;jBnode;0
1781781655.8703287;jBnode;9
1781781655.8798935;left_wheel_steps;-89
1781781655.8801095;right_wheel_steps;-96
1781781655.9283285;frame;159
1781781656.6503527;jBnode;0
1781781656.830751;jBnode;6
1781781656.87991;left_wheel_steps;60
1781781656.88012;right_wheel_steps;-69
1781781657.87973;left_wheel_steps;-38
1781781657.879944;right_wheel_steps;43
1781781657.8869276;frame;160
1781781658.013325;Ejecucion;50
1781781658.237886;jBnode;0
1781781658.8797853;left_wheel_steps;-64
1781781658.880003;right_wheel_steps;79
1781781658.9904087;jBnode;9
1781781659.4717762;jBnode;0
1781781659.8796327;left_wheel_steps;9
1781781659.879863;right_wheel_steps;-10
1781781659.8875377;frame;161
1781781660.5132942;Ejecucion;8
1781781660.8798628;left_wheel_steps;2
1781781660.8800814;right_wheel_steps;3
1781781661.39183;jBnode;5
1781781661.8799195;left_wheel_steps;0
1781781661.880196;right_wheel_steps;0
1781781661.8856835;frame;162
1781781662.8796887;left_wheel_steps;-79
1781781662.8799045;right_wheel_steps;-88
1781781663.01098;jBnode;0
1781781663.1579847;jBnode;6
1781781663.8798463;left_wheel_steps;-107
1781781663.8801126;right_wheel_steps;-118
1781781663.8862026;frame;163
1781781664.0556574;jBnode;0
1781781664.2749496;jBnode;5
1781781664.4509401;jBnode;0
1781781664.7156265;jBnode;9
1781781664.8797214;left_wheel_steps;-33
1781781664.8799367;right_wheel_steps;51
1781781665.1710045;jBnode;0
1781781665.411825;jBnode;9
1781781665.6779573;jBnode;0
1781781665.8799524;left_wheel_steps;4
1781781665.8801942;right_wheel_steps;-7
1781781665.886033;frame;164
1781781665.9756753;jBnode;9
1781781666.2506394;jBnode;0
1781781666.879701;left_wheel_steps;20
1781781666.8799205;right_wheel_steps;-18
1781781667.5109575;jBnode;6
1781781667.7169347;jBnode;0
1781781667.8817458;left_wheel_steps;4
1781781667.8821;right_wheel_steps;3
1781781667.8859143;frame;165
1781781668.735753;jBnode;6
1781781668.87985;left_wheel_steps;0
1781781668.8800676;right_wheel_steps;0
1781781668.9756787;jBnode;0
1781781669.879843;left_wheel_steps;0
1781781669.880077;right_wheel_steps;2
1781781669.887456;frame;166
1781781669.9969947;jBnode;5
1781781670.8796804;left_wheel_steps;-8
1781781670.879896;right_wheel_steps;-11
1781781671.8800266;left_wheel_steps;-133
1781781671.8804784;right_wheel_steps;-144
1781781671.8870847;frame;167
1781781671.9507535;jBnode;15
1781781672.8796232;left_wheel_steps;-137
1781781672.8798342;right_wheel_steps;-134
1781781673.8799553;left_wheel_steps;-204
1781781673.8801773;right_wheel_steps;-180
1781781673.8876238;frame;168
1781781674.4368918;jBnode;5
1781781674.530905;jBnode;15
1781781674.7708201;jBnode;5
1781781674.8558903;jBnode;17
1781781674.8795693;left_wheel_steps;-211
1781781674.8797722;right_wheel_steps;-187
1781781675.1583025;jBnode;5
1781781675.195748;jBnode;15
1781781675.3972027;jBnode;5
1781781675.636024;jBnode;17
1781781675.8159547;jBnode;5
1781781675.879979;left_wheel_steps;-72
1781781675.880189;right_wheel_steps;-74
1781781675.887014;frame;169
1781781676.2130146;jBnode;15
1781781676.8796089;left_wheel_steps;-9
1781781676.879792;right_wheel_steps;-13
1781781677.51339;Ejecucion;50
1781781677.592138;jBnode;5
1781781677.7718472;jBnode;0
1781781677.8799925;left_wheel_steps;-9
1781781677.8802154;right_wheel_steps;-21
1781781677.8874528;frame;170
1781781677.8907962;jBnode;5
1781781678.8796794;left_wheel_steps;-23
1781781678.8798852;right_wheel_steps;-25
1781781679.3578215;jBnode;0
1781781679.5151966;Ejecucion;9
1781781679.8798857;left_wheel_steps;-64
1781781679.8802388;right_wheel_steps;-79
1781781679.8861973;frame;171
1781781680.8798392;left_wheel_steps;2
1781781680.8800404;right_wheel_steps;5
1781781681.8798723;left_wheel_steps;0
1781781681.880235;right_wheel_steps;0
1781781681.8864732;frame;172
1781781682.2716248;jBnode;9
1781781682.879707;left_wheel_steps;0
1781781682.879918;right_wheel_steps;0
1781781683.8797665;left_wheel_steps;78
1781781683.8800194;right_wheel_steps;-78
1781781683.8870213;frame;173
1781781684.879924;left_wheel_steps;92
1781781684.8801212;right_wheel_steps;-93
1781781685.8799071;left_wheel_steps;94
1781781685.8802323;right_wheel_steps;-93
1781781685.886532;frame;174
1781781686.8799462;pot_esp32;2
1781781686.8801773;left_wheel_steps;95
1781781686.8820183;right_wheel_steps;-93
1781781687.879853;pot_esp32;3
1781781687.8801992;left_wheel_steps;95
1781781687.8804708;right_wheel_steps;-92
1781781687.8866084;frame;175
1781781687.9387;jBnode;0
1781781688.8797565;left_wheel_steps;54
1781781688.880013;right_wheel_steps;-53
1781781688.931188;jBnode;6
