timestamp_s;topic;value
1781508990.9311445;left_wheel_steps;0
1781508990.931445;right_wheel_steps;0
1781508991.931106;left_wheel_steps;0
1781508991.9313493;right_wheel_steps;0
1781508992.931158;left_wheel_steps;0
1781508992.931418;right_wheel_steps;0
1781508993.931148;left_wheel_steps;0
1781508993.93142;right_wheel_steps;0
1781508994.9311094;left_wheel_steps;0
1781508994.931363;right_wheel_steps;0
1781508995.9311552;left_wheel_steps;0
1781508995.931421;right_wheel_steps;0
1781508996.931131;left_wheel_steps;0
1781508996.93139;right_wheel_steps;0
1781508997.9311562;left_wheel_steps;0
1781508997.9314165;right_wheel_steps;0
1781508998.9311717;left_wheel_steps;0
1781508998.9314272;right_wheel_steps;0
1781508999.9311838;left_wheel_steps;0
1781508999.9314477;right_wheel_steps;0
1781509000.9312189;left_wheel_steps;0
1781509000.9314516;right_wheel_steps;0
1781509001.931148;left_wheel_steps;0
1781509001.9313953;right_wheel_steps;0
1781509002.9311557;left_wheel_steps;0
1781509002.9314084;right_wheel_steps;0
1781509003.931166;left_wheel_steps;0
1781509003.931408;right_wheel_steps;0
1781509004.931167;left_wheel_steps;0
1781509004.9314437;right_wheel_steps;0
1781509005.931159;left_wheel_steps;0
1781509005.9314265;right_wheel_steps;0
1781509006.93111;left_wheel_steps;0
1781509006.9313605;right_wheel_steps;0
1781509007.9311357;left_wheel_steps;0
1781509007.9313943;right_wheel_steps;0
1781509008.931142;left_wheel_steps;0
1781509008.9313884;right_wheel_steps;0
1781509009.9312198;left_wheel_steps;0
1781509009.9314563;right_wheel_steps;0
1781509010.931224;left_wheel_steps;0
1781509010.931462;right_wheel_steps;0
1781509011.931247;left_wheel_steps;0
1781509011.9314756;right_wheel_steps;0
1781509012.9312558;left_wheel_steps;0
1781509012.931488;right_wheel_steps;0
1781509013.9312332;left_wheel_steps;0
1781509013.9314666;right_wheel_steps;0
1781509014.9312391;left_wheel_steps;0
1781509014.9314704;right_wheel_steps;0
1781509015.9312153;left_wheel_steps;0
1781509015.931446;right_wheel_steps;0
1781509016.9312432;left_wheel_steps;0
1781509016.931476;right_wheel_steps;0
1781509017.9312396;left_wheel_steps;0
1781509017.9314742;right_wheel_steps;0
1781509018.931126;left_wheel_steps;0
1781509018.9313738;right_wheel_steps;0
1781509019.9311802;left_wheel_steps;0
1781509019.9314392;right_wheel_steps;0
1781509020.93117;left_wheel_steps;0
1781509020.9314415;right_wheel_steps;0
1781509021.9311583;left_wheel_steps;0
1781509021.9314182;right_wheel_steps;0
1781509022.9312177;left_wheel_steps;0
1781509022.931453;right_wheel_steps;0
1781509023.9312644;left_wheel_steps;0
1781509023.9314976;right_wheel_steps;0
1781509024.9311798;left_wheel_steps;0
1781509024.9314525;right_wheel_steps;0
1781509025.9313464;left_wheel_steps;0
1781509025.9316142;right_wheel_steps;0
1781509026.9311652;left_wheel_steps;0
1781509026.9314275;right_wheel_steps;0
1781509027.9311202;left_wheel_steps;0
1781509027.9313676;right_wheel_steps;0
1781509028.9311836;left_wheel_steps;0
1781509028.9314427;right_wheel_steps;0
1781509029.9312336;left_wheel_steps;0
1781509029.931468;right_wheel_steps;0
1781509030.931124;left_wheel_steps;0
1781509030.931386;right_wheel_steps;0
1781509031.9312975;left_wheel_steps;0
1781509031.9315383;right_wheel_steps;0
1781509032.9311523;left_wheel_steps;0
1781509032.931373;right_wheel_steps;0
1781509033.9314148;left_wheel_steps;0
1781509033.9316554;right_wheel_steps;0
1781509034.9311533;left_wheel_steps;0
1781509034.9313865;right_wheel_steps;0
1781509035.9311452;left_wheel_steps;0
1781509035.9313955;right_wheel_steps;0
1781509036.9311593;left_wheel_steps;0
1781509036.9313805;right_wheel_steps;0
1781509037.9311478;left_wheel_steps;0
1781509037.9313788;right_wheel_steps;0
1781509038.9311414;left_wheel_steps;0
1781509038.931382;right_wheel_steps;0
1781509039.9311354;left_wheel_steps;0
1781509039.9313586;right_wheel_steps;0
1781509040.9311376;left_wheel_steps;0
1781509040.93142;right_wheel_steps;0
1781509041.9312966;left_wheel_steps;0
1781509041.9315193;right_wheel_steps;0
1781509042.9311166;left_wheel_steps;0
1781509042.93137;right_wheel_steps;0
1781509043.9311504;left_wheel_steps;0
1781509043.931397;right_wheel_steps;0
1781509044.9311395;left_wheel_steps;0
1781509044.9313972;right_wheel_steps;0
1781509045.9311452;left_wheel_steps;0
1781509045.9314327;right_wheel_steps;0
1781509046.9311543;left_wheel_steps;0
1781509046.9314108;right_wheel_steps;0
1781509047.931144;left_wheel_steps;0
1781509047.9313986;right_wheel_steps;0
1781509048.931163;left_wheel_steps;0
1781509048.9314141;right_wheel_steps;0
1781509049.9311562;left_wheel_steps;0
1781509049.9314072;right_wheel_steps;0
1781509050.931141;left_wheel_steps;0
1781509050.9314015;right_wheel_steps;0
1781509051.9311624;left_wheel_steps;0
1781509051.9314308;right_wheel_steps;0
1781509052.9312868;left_wheel_steps;0
1781509052.9315226;right_wheel_steps;0
1781509053.9312432;left_wheel_steps;0
1781509053.9314797;right_wheel_steps;0
1781509054.9313037;left_wheel_steps;0
