timestamp_s;topic;value
1782990120.188013;tactil_der;0
1782990120.2116508;op_manual_asistida;0
1782990120.8739552;pot_esp32;0
1782990120.8741605;left_wheel_steps;0
1782990120.8743122;right_wheel_steps;0
1782990121.8731139;left_wheel_steps;0
1782990121.8732784;right_wheel_steps;0
1782990122.8730745;left_wheel_steps;0
1782990122.8732324;right_wheel_steps;0
1782990123.8731177;left_wheel_steps;0
1782990123.8732798;right_wheel_steps;0
1782990124.8732746;left_wheel_steps;0
1782990124.8735712;right_wheel_steps;0
1782990125.8728893;left_wheel_steps;0
1782990125.873058;right_wheel_steps;0
1782990126.8729265;left_wheel_steps;0
1782990126.8731658;right_wheel_steps;0
1782990127.8729508;left_wheel_steps;0
1782990127.8731222;right_wheel_steps;0
1782990128.8729064;left_wheel_steps;0
1782990128.8730826;right_wheel_steps;0
1782990129.264438;name_movil;USU2
1782990130.5470097;left_wheel_steps;0
1782990130.5471954;right_wheel_steps;0
1782990130.8729548;left_wheel_steps;0
1782990130.8731248;right_wheel_steps;0
1782990131.8729408;left_wheel_steps;0
1782990131.8731163;right_wheel_steps;0
1782990132.8729513;left_wheel_steps;0
1782990132.8731427;right_wheel_steps;0
1782990133.2659717;tipo_exp;0
1782990133.8729277;left_wheel_steps;0
1782990133.8730965;right_wheel_steps;0
1782990134.8729565;left_wheel_steps;0
1782990134.873136;right_wheel_steps;0
1782990135.8729484;left_wheel_steps;0
1782990135.8731065;right_wheel_steps;0
1782990136.872914;left_wheel_steps;0
1782990136.8730676;right_wheel_steps;0
1782990137.8729339;left_wheel_steps;0
1782990137.8731189;right_wheel_steps;0
1782990138.8729556;left_wheel_steps;0
1782990138.8731427;right_wheel_steps;0
1782990139.872982;left_wheel_steps;0
1782990139.8731582;right_wheel_steps;0
1782990140.8732636;left_wheel_steps;0
1782990140.8734784;right_wheel_steps;0
1782990141.8733127;left_wheel_steps;0
1782990141.8735197;right_wheel_steps;0
1782990142.873277;left_wheel_steps;0
1782990142.87351;right_wheel_steps;0
1782990143.2680628;modo_exp;2
1782990143.2683225;directorio_grabacion;USU2_0_2_2026_07_02-13_02_23
1782990143.8732882;left_wheel_steps;0
1782990143.8734994;right_wheel_steps;0
1782990144.8733058;left_wheel_steps;0
1782990144.8735209;right_wheel_steps;0
1782990145.873244;left_wheel_steps;0
1782990145.8734562;right_wheel_steps;0
1782990146.8732533;left_wheel_steps;0
1782990146.873465;right_wheel_steps;0
1782990147.8734162;left_wheel_steps;0
1782990147.8736596;right_wheel_steps;0
1782990148.8732657;left_wheel_steps;0
1782990148.873479;right_wheel_steps;0
1782990149.8730967;left_wheel_steps;0
1782990149.87326;right_wheel_steps;0
1782990150.8733141;left_wheel_steps;0
1782990150.8735619;right_wheel_steps;0
1782990151.873301;left_wheel_steps;0
1782990151.8735101;right_wheel_steps;0
1782990152.8733335;left_wheel_steps;0
1782990152.8735685;right_wheel_steps;0
1782990153.8732991;left_wheel_steps;0
1782990153.8735104;right_wheel_steps;0
1782990154.8732576;left_wheel_steps;0
1782990154.873437;right_wheel_steps;0
1782990155.8733613;left_wheel_steps;0
1782990155.8736074;right_wheel_steps;0
1782990156.8732665;left_wheel_steps;0
1782990156.8734832;right_wheel_steps;0
1782990157.873259;left_wheel_steps;0
1782990157.8734655;right_wheel_steps;0
1782990158.8732872;left_wheel_steps;0
1782990158.873523;right_wheel_steps;0
1782990159.873301;left_wheel_steps;0
1782990159.8735301;right_wheel_steps;0
1782990160.873247;left_wheel_steps;0
1782990160.8734603;right_wheel_steps;0
1782990161.8732681;left_wheel_steps;0
1782990161.873483;right_wheel_steps;0
1782990162.238152;tactil_izq;1
1782990162.2407784;op_manual_asistida;15
1782990162.873296;left_wheel_steps;0
1782990162.873516;right_wheel_steps;0
1782990163.288234;tactil_izq;0
1782990163.290365;op_manual_asistida;0
1782990163.8733222;left_wheel_steps;-91
1782990163.873535;right_wheel_steps;-80
1782990164.8733075;left_wheel_steps;0
1782990164.8735693;right_wheel_steps;6
1782990165.8734007;pot_esp32;8
1782990165.8736467;left_wheel_steps;0
1782990165.8737798;right_wheel_steps;0
1782990165.887916;tactil_izq;1
1782990166.0382657;tactil_der;1
1782990166.8733134;left_wheel_steps;0
1782990166.8735213;right_wheel_steps;0
1782990167.2880442;tactil_izq;0
1782990167.2897232;op_manual_asistida;12
1782990167.3379807;tactil_der;0
1782990167.3395917;op_manual_asistida;0
1782990167.5379255;tactil_izq;1
1782990167.5395954;op_manual_asistida;10
1782990167.638072;tactil_der;1
1782990167.6397195;op_manual_asistida;3
1782990167.8733146;left_wheel_steps;0
