1783929783.3919733;1783929783.3918695;-35
1783929784.3918834;1783929784.391794;-176
1783929785.3919196;1783929785.3918557;-193
1783929786.3918805;1783929786.3917904;-196
1783929787.391959;1783929787.3918765;-196
1783929788.391841;1783929788.391787;-200
1783929789.3919554;1783929789.3918335;-195
1783929790.3917284;1783929790.391655;-192
1783929791.3919508;1783929791.391889;-193
1783929792.3919196;1783929792.3918266;-64
1783929793.3920035;1783929793.3919077;0
1783929794.3919117;1783929794.3918605;0
1783929795.3919978;1783929795.391892;0
1783929796.3919399;1783929796.391858;0
1783929797.391973;1783929797.3919077;0
1783929798.3919084;1783929798.391851;0
1783929799.3920286;1783929799.3919396;0
1783929800.3919592;1783929800.3919106;13
1783929801.392049;1783929801.3918967;151
1783929802.3918579;1783929802.3917646;229
1783929803.3919175;1783929803.391864;225
1783929804.3919148;1783929804.3918078;223
1783929805.391982;1783929805.3918881;230
1783929806.3918195;1783929806.3917518;222
1783929807.3920386;1783929807.3919055;229
1783929808.392786;1783929808.3918946;215
1783929809.3918767;1783929809.391827;28
1783929810.3918507;1783929810.3917603;0
1783929811.391953;1783929811.3918495;0
1783929812.3918524;1783929812.3917758;0
1783929813.391914;1783929813.3918042;0
1783929814.3919303;1783929814.3918478;83
1783929815.392267;1783929815.3918488;182
1783929816.391902;1783929816.3918204;201
1783929817.3918822;1783929817.391806;195
1783929818.3917992;1783929818.3917506;209
1783929819.391944;1783929819.3918302;-67
1783929820.3918948;1783929820.3917994;-4
1783929821.391862;1783929821.3918061;-5
1783929822.3918648;1783929822.391768;2
1783929823.3919826;1783929823.3918889;-5
1783929824.3918364;1783929824.391792;-4
1783929825.3919353;1783929825.3918252;-3
1783929826.392004;1783929826.3919125;23
1783929827.3923254;1783929827.3918674;0
1783929828.3918834;1783929828.3918047;0
1783929829.3920019;1783929829.3918948;0
1783929830.391855;1783929830.3918042;0
1783929831.391979;1783929831.3918593;0
1783929832.391884;1783929832.3918092;0
1783929833.391928;1783929833.391863;0
1783929834.3919454;1783929834.3918839;0
1783929835.391947;1783929835.3918436;0
1783929836.3918264;1783929836.391776;-72
1783929837.3920014;1783929837.3918731;-212
1783929838.3919578;1783929838.3918805;-218
1783929839.3918872;1783929839.3918357;-216
1783929840.3918622;1783929840.3917923;-195
1783929841.391972;1783929841.391876;-210
1783929842.391794;1783929842.391726;44
1783929843.3919802;1783929843.3918843;0
1783929844.3918996;1783929844.3918054;0
1783929845.391876;1783929845.391821;0
1783929846.3918498;1783929846.3917453;0
1783929847.391985;1783929847.391877;0
1783929848.3918371;1783929848.391784;0
1783929849.3919606;1783929849.3919137;0
1783929850.3918643;1783929850.3917763;16
1783929851.3919063;1783929851.3918326;185
1783929852.39187;1783929852.3917868;253
1783929853.391962;1783929853.3918722;251
1783929854.391801;1783929854.3917494;261
1783929855.3919692;1783929855.3918703;247
1783929856.3918629;1783929856.39178;255
1783929857.3918808;1783929857.391823;249
1783929858.3918502;1783929858.3917692;228
1783929859.3919024;1783929859.3918123;3
1783929860.3917716;1783929860.3917356;0
1783929861.3919923;1783929861.3918731;0
1783929862.391971;1783929862.3918982;0
1783929863.39185;1783929863.3917935;0
1783929864.391905;1783929864.391811;0
1783929865.3919497;1783929865.3918543;0
1783929866.391884;1783929866.3918335;0
