log_time_s,publish_time_s,file,function,level,line,msg,name
1763973954.1695423,1763973954.1695213,./src/rosbag2_transport/recorder.cpp,subscribe_topic,20,569,Subscribed to topic '/rosout',rosbag2_recorder
1763973954.172722,1763973954.1726856,./src/rosbag2_transport/recorder.cpp,subscribe_topic,20,569,Subscribed to topic '/events/write_split',rosbag2_recorder
1763973954.172899,1763973954.1728842,./src/rosbag2_transport/recorder.cpp,record,20,365,Recording...,rosbag2_recorder
1763973954.2392619,1763973954.134255,./src/rosbag2_transport/recorder.cpp,RecorderImpl,20,190,Press SPACE for pausing/resuming,rosbag2_recorder
1763973954.2392786,1763973954.1655495,./src/rosbag2_transport/recorder.cpp,record,20,353,Listening for topics...,rosbag2_recorder
1763973954.2392824,1763973954.1656885,./src/rosbag2_transport/recorder.cpp,event_publisher_thread_main,20,371,Event publisher thread: Starting,rosbag2_recorder
1763973954.2862158,1763973954.2861872,./src/rosbag2_transport/recorder.cpp,subscribe_topic,20,569,Subscribed to topic '/right_wheel_steps',rosbag2_recorder
1763973954.2877626,1763973954.2877371,./src/rosbag2_transport/recorder.cpp,subscribe_topic,20,569,Subscribed to topic '/frame',rosbag2_recorder
1763973954.2894292,1763973954.2894015,./src/rosbag2_transport/recorder.cpp,subscribe_topic,20,569,Subscribed to topic '/tactil_der',rosbag2_recorder
1763973954.2911186,1763973954.2910843,./src/rosbag2_transport/recorder.cpp,subscribe_topic,20,569,Subscribed to topic '/pot_esp32',rosbag2_recorder
1763973954.293594,1763973954.2935615,./src/rosbag2_transport/recorder.cpp,subscribe_topic,20,569,Subscribed to topic '/name_movil',rosbag2_recorder
1763973954.2956855,1763973954.2956555,./src/rosbag2_transport/recorder.cpp,subscribe_topic,20,569,Subscribed to topic '/tactil_izq',rosbag2_recorder
1763973954.2969446,1763973950.0656104,/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/jBNode.py,jb_callback,20,38,Comando Joystick Bluetooth: -2,JoystickBluetooth
1763973954.2975943,1763973954.2975714,./src/rosbag2_transport/recorder.cpp,subscribe_topic,20,569,Subscribed to topic '/modo_exp',rosbag2_recorder
1763973954.2988014,1763973951.9274259,/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/tactilesNode.py,timer_callback,20,42,Dato publicado Táctil Derecho: 0,tactiles
1763973954.2988045,1763973952.4266307,/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/tactilesNode.py,timer_callback,20,39,Dato publicado Táctil Izquierdo: 0,tactiles
1763973954.2988205,1763973952.4274323,/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/tactilesNode.py,timer_callback,20,42,Dato publicado Táctil Derecho: 0,tactiles
1763973954.298827,1763973952.9266098,/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/tactilesNode.py,timer_callback,20,39,Dato publicado Táctil Izquierdo: 0,tactiles
1763973954.2988303,1763973952.927417,/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/tactilesNode.py,timer_callback,20,42,Dato publicado Táctil Derecho: 0,tactiles
1763973954.2988334,1763973953.426412,/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/tactilesNode.py,timer_callback,20,39,Dato publicado Táctil Izquierdo: 0,tactiles
1763973954.2988372,1763973953.4270017,/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/tactilesNode.py,timer_callback,20,42,Dato publicado Táctil Derecho: 0,tactiles
1763973954.2988403,1763973953.9265385,/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/tactilesNode.py,timer_callback,20,39,Dato publicado Táctil Izquierdo: 0,tactiles
1763973954.2988434,1763973953.9272594,/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/tactilesNode.py,timer_callback,20,42,Dato publicado Táctil Derecho: 0,tactiles
1763973954.3000562,1763973954.3000312,./src/rosbag2_transport/recorder.cpp,subscribe_topic,20,569,Subscribed to topic '/left_wheel_steps',rosbag2_recorder
1763973954.301668,1763973954.3016422,./src/rosbag2_transport/recorder.cpp,subscribe_topic,20,569,Subscribed to topic '/jBnode',rosbag2_recorder
1763973954.3058043,1763973954.3057787,./src/rosbag2_transport/recorder.cpp,subscribe_topic,20,569,Subscribed to topic '/parameter_events',rosbag2_recorder
1763973954.3076515,1763973954.3076258,./src/rosbag2_transport/recorder.cpp,subscribe_topic,20,569,Subscribed to topic '/Ejecucion',rosbag2_recorder
1763973954.3081684,1763973952.047125,/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/arduinoNode.py,__init__,20,25,Conectado al Arduino por /dev/Joystick,Joystick
