log_time_s,publish_time_s,data
1765972703.3340354,1765972703.33392,0
1765972704.3340063,1765972704.3338675,0
1765972705.334011,1765972705.333892,0
1765972706.3339686,1765972706.3338468,0
1765972707.3339744,1765972707.333837,0
1765972708.334003,1765972708.3338723,0
1765972709.333993,1765972709.333861,0
1765972710.333968,1765972710.3338466,0
1765972711.3339996,1765972711.3338728,0
1765972712.3340037,1765972712.3338737,0
1765972713.334006,1765972713.3338494,0
1765972714.333997,1765972714.333841,0
1765972715.3339996,1765972715.3338668,0
1765972716.3339705,1765972716.3338284,0
1765972717.3340232,1765972717.3338919,0
1765972718.3339984,1765972718.3338668,0
1765972719.3339753,1765972719.333841,0
1765972720.3340144,1765972720.3338761,0
1765972721.333977,1765972721.333851,0
1765972722.3339798,1765972722.3338535,0
1765972723.3339984,1765972723.3338656,0
1765972724.3340194,1765972724.3338811,0
1765972725.3339996,1765972725.3338673,0
1765972726.33402,1765972726.3338916,0
1765972727.3340244,1765972727.3338919,0
1765972728.3339646,1765972728.3338366,0
1765972729.3339937,1765972729.3338695,0
1765972730.3340125,1765972730.3338718,0
1765972731.3340096,1765972731.3338768,0
1765972732.3340352,1765972732.3339105,0
1765972733.3339856,1765972733.3338423,0
1765972734.334017,1765972734.3338623,0
1765972735.3339508,1765972735.3338234,0
1765972736.333982,1765972736.333854,0
1765972737.3340037,1765972737.3338792,0
1765972738.3340154,1765972738.3338804,0
1765972739.3340003,1765972739.3338552,0
1765972740.3340254,1765972740.3338876,-48
1765972741.3340251,1765972741.3338947,-129
1765972742.3339396,1765972742.3338077,-134
1765972743.334054,1765972743.3338737,-136
1765972744.3340623,1765972744.3338845,-135
1765972745.333994,1765972745.3338842,-140
1765972746.3339765,1765972746.3338327,-136
1765972747.3340487,1765972747.3339016,22
1765972748.334,1765972748.33389,47
1765972749.334028,1765972749.3338869,69
1765972750.3340557,1765972750.3339167,6
1765972751.3340077,1765972751.3338952,5
1765972752.3339884,1765972752.3338528,77
1765972753.3340406,1765972753.3338857,25
1765972754.33395,1765972754.333843,103
1765972755.334017,1765972755.3338776,102
1765972756.3340049,1765972756.3338788,69
1765972757.3339887,1765972757.3338695,122
1765972758.3340077,1765972758.3338735,13
1765972759.3340418,1765972759.3339107,8
1765972760.3340435,1765972760.333929,34
1765972761.3340366,1765972761.333897,13
1765972762.334042,1765972762.3339024,29
1765972763.3339968,1765972763.333884,68
1765972764.334036,1765972764.3339005,49
1765972765.334029,1765972765.3338993,-23
1765972766.3339727,1765972766.3338583,0
1765972767.3340454,1765972767.3339093,0
1765972768.3340533,1765972768.3339174,0
1765972769.3340037,1765972769.3338926,0
1765972770.3340144,1765972770.333886,0
1765972771.3340194,1765972771.333892,0
1765972772.334027,1765972772.3339224,-21
1765972773.3340476,1765972773.3338852,13
1765972774.3339567,1765972774.3338275,1
1765972775.3339984,1765972775.3338888,0
1765972776.3340075,1765972776.333866,60
1765972777.3340158,1765972777.3338778,34
1765972778.333958,1765972778.3338492,-7
1765972779.3339994,1765972779.3338573,20
1765972780.334049,1765972780.3339155,11
1765972781.3340619,1765972781.3339407,99
1765972782.3340087,1765972782.3338735,67
1765972783.3340478,1765972783.3339162,14
1765972784.334007,1765972784.3338945,67
1765972785.3339994,1765972785.333875,199
1765972786.3339896,1765972786.333865,75
1765972787.3340049,1765972787.333893,70
1765972788.3340106,1765972788.3338816,253
1765972789.3340106,1765972789.3338804,226
1765972790.333991,1765972790.3338828,9
1765972791.334022,1765972791.3338935,85
1765972792.3340359,1765972792.333876,252
1765972793.3339722,1765972793.3338604,281
1765972794.3339922,1765972794.333855,182
1765972795.3340478,1765972795.3339212,40
1765972796.333977,1765972796.3338702,211
1765972797.3340347,1765972797.3339105,306
1765972798.3340185,1765972798.3338916,303
1765972799.3374531,1765972799.3355143,308
1765972800.3341243,1765972800.3339894,308
1765972801.3340216,1765972801.3338919,300
1765972802.3340044,1765972802.3338978,309
1765972803.3340309,1765972803.3338933,305
1765972804.334006,1765972804.3338847,284
1765972805.3339965,1765972805.3338914,237
1765972806.3340187,1765972806.3338892,83
1765972807.3340688,1765972807.3339398,147
1765972808.3340394,1765972808.3339307,9
1765972809.3340359,1765972809.333916,25
1765972810.3340833,1765972810.3339515,59
1765972811.334027,1765972811.3339236,26
1765972812.3341036,1765972812.3339608,11
1765972813.3340702,1765972813.333918,38
1765972814.3340025,1765972814.3338912,179
1765972815.334076,1765972815.3339336,55
1765972816.3340516,1765972816.333923,-77
1765972817.3340464,1765972817.3339365,-230
1765972818.3340685,1765972818.3339376,-294
1765972819.334089,1765972819.333962,-289
1765972820.3340707,1765972820.3339622,-293
1765972821.334058,1765972821.3339233,-286
1765972822.3340752,1765972822.333899,-120
1765972823.3339987,1765972823.3338854,-130
1765972824.3339005,1765972824.3337631,-135
