"log_time_s","publish_time_s","file","function","level","line","msg","name"
"1765972702.7637186","1765972702.7636817","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/pot_esp32'","rosbag2_recorder"
"1765972702.7655878","1765972702.7655563","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/left_wheel_steps'","rosbag2_recorder"
"1765972702.768094","1765972702.7680638","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/jBnode'","rosbag2_recorder"
"1765972702.7708812","1765972702.7708478","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/frame'","rosbag2_recorder"
"1765972702.8047075","1765972699.357021","/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/esp32Node.py","timer_callback","20","41","Dato publicado Pot: 5","sensorHallyPot"
"1765972702.8068056","1765972698.70707","/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/mainNode.py","callback_subJoy","20","82","Comando Joystick Bluetooth: -2","mainNode"
"1765972702.8085241","1765972698.698545","/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/jBNode.py","jb_callback","20","38","Comando Joystick Bluetooth: -2","JoystickBluetooth"
"1765972720.8237827","1765972720.8236644","/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/jBNode.py","jb_callback","20","38","Comando Joystick Bluetooth: 12","JoystickBluetooth"
"1765972720.824091","1765972720.8239834","/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/mainNode.py","callback_subJoy","20","82","Comando Joystick Bluetooth: 12","mainNode"
"1765972721.5362487","1765972721.536138","/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/jBNode.py","jb_callback","20","38","Comando Joystick Bluetooth: 6","JoystickBluetooth"
"1765972721.5366895","1765972721.5365717","/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/mainNode.py","callback_subJoy","20","82","Comando Joystick Bluetooth: 6","mainNode"
"1765972724.2362957","1765972724.2361119","/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/jBNode.py","jb_callback","20","38","Comando Joystick Bluetooth: 12","JoystickBluetooth"
"1765972724.2366881","1765972724.2365692","/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/mainNode.py","callback_subJoy","20","82","Comando Joystick Bluetooth: 12","mainNode"
"1765972724.6861742","1765972724.686072","/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/jBNode.py","jb_callback","20","38","Comando Joystick Bluetooth: 6","JoystickBluetooth"
"1765972724.6864889","1765972724.686385","/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/mainNode.py","callback_subJoy","20","82","Comando Joystick Bluetooth: 6","mainNode"
