1783929834.3927028;pot_esp32;0
1783929849.3925076;pot_esp32;8
1783929868.3924646;pot_esp32;5
1783929869.3925767;pot_esp32;0
1783929885.3925924;pot_esp32;5
1783929886.392604;pot_esp32;8
1783929910.3925414;pot_esp32;0
1783929924.392311;pot_esp32;2
1783929925.3926065;pot_esp32;1
1783929929.3925056;pot_esp32;5
1783929930.3927422;pot_esp32;1
1783929931.392553;pot_esp32;2
1783929932.3923492;pot_esp32;0
1783929935.392483;pot_esp32;3
1783929936.3925493;pot_esp32;4
1783929937.39272;pot_esp32;5
1783929950.3923173;pot_esp32;8
