"log_time_s","publish_time_s","data"
"1773661766.0370166","1773661766.035498","0"
"1773661767.035358","1773661767.035284","0"
"1773661768.0354059","1773661768.0353034","0"
"1773661769.0354102","1773661769.0353065","0"
"1773661770.0353835","1773661770.035293","0"
"1773661771.0354164","1773661771.0353189","0"
"1773661772.0354378","1773661772.0353339","0"
"1773661773.0353684","1773661773.0352905","0"
"1773661774.0353637","1773661774.0352726","0"
"1773661775.0354075","1773661775.0353022","0"
"1773661776.0353682","1773661776.0352726","0"
"1773661777.0354476","1773661777.035339","0"
"1773661778.0353746","1773661778.0352855","0"
"1773661779.0353453","1773661779.0352774","0"
"1773661780.035413","1773661780.035317","0"
"1773661781.0354164","1773661781.0353062","0"
"1773661782.0360856","1773661782.035283","0"
"1773661783.035414","1773661783.0353127","0"
"1773661784.03541","1773661784.0353067","0"
"1773661785.0353622","1773661785.0352912","0"
"1773661786.0354116","1773661786.0353124","0"
"1773661787.0354233","1773661787.0353217","0"
"1773661788.035271","1773661788.0351872","0"
"1773661789.0354242","1773661789.0353196","0"
"1773661790.0354047","1773661790.0353057","0"
"1773661791.035366","1773661791.035307","0"
"1773661792.0354314","1773661792.0353174","0"
"1773661793.035403","1773661793.0352995","0"
"1773661794.0353608","1773661794.0352874","0"
"1773661795.0354338","1773661795.0353348","0"
"1773661796.0354166","1773661796.035313","0"
"1773661797.0353267","1773661797.035285","0"
"1773661798.0354383","1773661798.0353367","0"
"1773661799.0354443","1773661799.03534","0"
"1773661800.035337","1773661800.0352707","0"
"1773661801.035431","1773661801.035322","0"
"1773661802.0354066","1773661802.0353136","0"
"1773661803.0354438","1773661803.035341","0"
"1773661804.0353906","1773661804.0352843","0"
"1773661805.0355477","1773661805.035441","0"
"1773661806.0354102","1773661806.0353167","0"
"1773661807.0353866","1773661807.0352893","0"
"1773661808.0361538","1773661808.035323","0"
"1773661809.0354006","1773661809.035307","0"
"1773661810.0354288","1773661810.0353312","0"
"1773661811.0353777","1773661811.0352762","80"
"1773661812.035419","1773661812.0352955","244"
"1773661813.0354419","1773661813.035323","319"
"1773661814.0354125","1773661814.035314","328"
"1773661815.035317","1773661815.0352364","326"
"1773661816.035444","1773661816.0353444","323"
"1773661817.0353932","1773661817.0352933","324"
"1773661818.0354044","1773661818.035327","324"
"1773661819.0353513","1773661819.035255","319"
"1773661820.0354636","1773661820.0353618","192"
"1773661821.0365722","1773661821.035367","0"
"1773661822.0354412","1773661822.0353932","0"
"1773661823.035348","1773661823.0352538","-11"
"1773661824.0354214","1773661824.0353231","-123"
"1773661825.035435","1773661825.0353277","-219"
"1773661826.0353975","1773661826.035299","-221"
"1773661827.0353248","1773661827.0352376","-220"
"1773661828.0354173","1773661828.0353136","-220"
"1773661829.0358517","1773661829.0357502","-215"
"1773661830.0353858","1773661830.035297","-162"
"1773661831.0353825","1773661831.0352957","1"
"1773661832.0353646","1773661832.035299","-80"
"1773661833.0353847","1773661833.0352974","-216"
"1773661834.0354402","1773661834.035344","-228"
"1773661835.0353835","1773661835.035292","-227"
"1773661836.0354073","1773661836.0353117","-230"
"1773661837.0354269","1773661837.035326","-229"
"1773661838.0353985","1773661838.0352998","-228"
"1773661839.0353205","1773661839.0352437","50"
"1773661840.0362027","1773661840.035379","0"
"1773661841.0354116","1773661841.035293","0"
"1773661842.0353518","1773661842.0352805","112"
"1773661843.035442","1773661843.0353377","255"
"1773661844.0354066","1773661844.0353127","270"
"1773661845.035367","1773661845.0353055","245"
"1773661846.0354142","1773661846.035312","48"
"1773661847.0353894","1773661847.0353363","0"
"1773661848.0361784","1773661848.0353315","0"
"1773661849.0354097","1773661849.035317","0"
"1773661850.035437","1773661850.0353074","55"
"1773661851.0353372","1773661851.035244","-79"
"1773661852.036435","1773661852.0363584","-130"
"1773661853.035423","1773661853.0353448","-71"
"1773661854.0361655","1773661854.0353172","0"
"1773661855.0353377","1773661855.0352497","0"
"1773661856.0353966","1773661856.0352914","0"
"1773661857.0353591","1773661857.035281","0"
"1773661858.0354965","1773661858.0353062","0"
"1773661859.035358","1773661859.0352657","0"
"1773661860.0354617","1773661860.0352955","0"
"1773661861.0354342","1773661861.0353346","0"
