"log_time_s","publish_time_s","file","function","level","line","msg","name"
"1773661765.008284","1773661765.008255","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/rosout'","rosbag2_recorder"
"1773661765.0116231","1773661765.0115845","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/parameter_events'","rosbag2_recorder"
"1773661765.0143259","1773661765.0142975","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/events/write_split'","rosbag2_recorder"
"1773661765.0145283","1773661765.014512","./src/rosbag2_transport/recorder.cpp","record","20","365","Recording...","rosbag2_recorder"
"1773661765.0779717","1773661764.9637992","./src/rosbag2_transport/recorder.cpp","RecorderImpl","20","190","Press SPACE for pausing/resuming","rosbag2_recorder"
"1773661765.0780034","1773661765.0028005","./src/rosbag2_transport/recorder.cpp","record","20","353","Listening for topics...","rosbag2_recorder"
"1773661765.0780084","1773661765.0029795","./src/rosbag2_transport/recorder.cpp","event_publisher_thread_main","20","371","Event publisher thread: Starting","rosbag2_recorder"
"1773661765.129253","1773661765.129211","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/arduino_status'","rosbag2_recorder"
"1773661765.1344912","1773661765.134458","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/esp32_status'","rosbag2_recorder"
"1773661765.1375594","1773661765.137517","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/left_wheel_steps'","rosbag2_recorder"
"1773661765.1412349","1773661765.1411903","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/pot_esp32'","rosbag2_recorder"
"1773661765.1439104","1773661765.1438692","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/tactil_der'","rosbag2_recorder"
"1773661765.1465237","1773661765.1464844","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/right_wheel_steps'","rosbag2_recorder"
"1773661765.1490204","1773661765.1489785","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/tactil_izq'","rosbag2_recorder"
"1773661765.1545708","1773661760.8965344","/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/esp32Node.py","connect","20","56","ESP32 : CONNECTED","sensorHallyPot"
"1773661765.16479","1773661762.8561056","/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/arduinoNode.py","secuencia_conexion","20","56","Arduino : CONNECTED","Joystick"
