1783934697.306512;1783934697.306333;CONNECTED
1783934702.3061693;1783934702.3060043;CONNECTED
1783934707.3068786;1783934707.3066936;CONNECTED
1783934712.3065183;1783934712.306348;CONNECTED
1783934717.3067598;1783934717.306606;CONNECTED
1783934722.3053558;1783934722.305184;CONNECTED
1783934727.3056803;1783934727.305504;CONNECTED
1783934732.305511;1783934732.3053427;CONNECTED
1783934737.3055828;1783934737.3053973;CONNECTED
1783934742.3051322;1783934742.3049388;CONNECTED
1783934747.305291;1783934747.3051252;CONNECTED
1783934752.3052227;1783934752.3050478;CONNECTED
1783934757.305306;1783934757.305121;CONNECTED
1783934762.3052802;1783934762.3051121;CONNECTED
1783934767.3044279;1783934767.3042455;CONNECTED
1783934772.3048844;1783934772.3047206;CONNECTED
1783934777.3053527;1783934777.3051832;CONNECTED
1783934782.3051076;1783934782.3048868;CONNECTED
1783934787.3051953;1783934787.3050075;CONNECTED
1783934792.3051505;1783934792.3049803;CONNECTED
1783934797.3054554;1783934797.3052733;CONNECTED
1783934802.304593;1783934802.3044229;CONNECTED
1783934807.3054986;1783934807.305336;CONNECTED
1783934812.3050537;1783934812.3048708;CONNECTED
1783934817.3053503;1783934817.3051686;CONNECTED
1783934822.3051977;1783934822.3050354;CONNECTED
1783934827.3051;1783934827.304917;CONNECTED
1783934832.3050816;1783934832.3048964;CONNECTED
1783934837.3055952;1783934837.3054273;CONNECTED
1783934842.3050787;1783934842.304887;CONNECTED
1783934847.305352;1783934847.3051739;CONNECTED
1783934852.305396;1783934852.3052504;CONNECTED
1783934857.3052213;1783934857.305024;CONNECTED
1783934862.3049626;1783934862.3047776;CONNECTED
1783934867.3054304;1783934867.3052866;CONNECTED
1783934872.3048134;1783934872.3046243;CONNECTED
1783934877.3052824;1783934877.305094;CONNECTED
1783934882.3051958;1783934882.3050222;CONNECTED
1783934887.305275;1783934887.3050885;CONNECTED
1783934892.3050823;1783934892.3048806;CONNECTED
1783934897.305058;1783934897.304888;CONNECTED
1783934902.3050203;1783934902.3048053;CONNECTED
1783934907.305156;1783934907.3049703;CONNECTED
1783934912.304862;1783934912.3047118;CONNECTED
