1782730324.285109;1782730324.2849753;1
1782730326.2807214;1782730326.280502;2
1782730328.2820935;1782730328.2818487;3
1782730330.2812195;1782730330.2809844;4
1782730332.2816117;1782730332.2813091;5
1782730334.2813046;1782730334.2811215;6
1782730336.2806184;1782730336.2805007;7
1782730338.279925;1782730338.2797368;8
1782730340.2803435;1782730340.2801545;9
1782730342.2803848;1782730342.280277;10
1782730344.2823122;1782730344.2821167;11
1782730346.2816048;1782730346.2813714;12
1782730348.2804496;1782730348.2803106;13
1782730350.28179;1782730350.2815824;14
1782730352.2842858;1782730352.2840912;15
1782730354.280797;1782730354.2806573;16
1782730356.281908;1782730356.2817209;17
1782730358.2811148;1782730358.2808862;18
1782730360.27917;1782730360.2790318;19
1782730362.2801933;1782730362.2799592;20
1782730364.279285;1782730364.279051;21
1782730366.2798612;1782730366.2797248;22
1782730368.2805352;1782730368.2802148;23
1782730370.281763;1782730370.2815552;24
1782730372.2817793;1782730372.281636;25
1782730374.281524;1782730374.2812998;26
1782730376.2819016;1782730376.2816532;27
1782730378.2801442;1782730378.2800205;28
1782730380.2804747;1782730380.2802649;29
1782730382.280131;1782730382.2799563;30
1782730384.2821555;1782730384.2820272;31
1782730386.2811275;1782730386.2809124;32
1782730388.28271;1782730388.2824962;33
1782730390.281077;1782730390.280953;34
1782730392.2805886;1782730392.2803738;35
1782730394.2797103;1782730394.2795322;36
1782730396.2805066;1782730396.280358;37
1782730398.2789314;1782730398.278752;38
1782730400.2838392;1782730400.2836657;39
1782730402.2806242;1782730402.280506;40
1782730404.2825513;1782730404.2823265;41
1782730406.2814639;1782730406.2812538;42
1782730408.282075;1782730408.2819355;43
1782730410.2792065;1782730410.2789938;44
1782730412.2804632;1782730412.2802243;45
1782730414.2799065;1782730414.279801;46
1782730416.2815015;1782730416.280198;47
1782730418.2812915;1782730418.28111;48
1782730420.281388;1782730420.2812617;49
1782730422.2800062;1782730422.2798355;50
1782730424.2812712;1782730424.2810936;51
1782730426.2813609;1782730426.281245;52
1782730428.2822063;1782730428.2820013;53
1782730430.2816277;1782730430.2814243;54
1782730432.280174;1782730432.280058;55
1782730434.2790956;1782730434.2789102;56
1782730436.2802858;1782730436.2801013;57
1782730438.2839842;1782730438.2838786;58
1782730440.2809308;1782730440.2807531;59
1782730442.2814722;1782730442.2812898;60
1782730444.281205;1782730444.2810895;61
1782730446.2815385;1782730446.2813473;62
1782730448.28112;1782730448.2809215;63
1782730450.279917;1782730450.2798088;64
1782730452.2814903;1782730452.2812958;65
1782730454.2831352;1782730454.2829506;66
1782730456.2814703;1782730456.281348;67
1782730458.2808163;1782730458.2806432;68
1782730460.2823777;1782730460.2821937;69
1782730462.2797296;1782730462.279599;70
1782730464.280516;1782730464.280276;71
1782730466.281254;1782730466.2810037;72
1782730468.280982;1782730468.2808545;73
1782730470.281375;1782730470.2811708;74
1782730472.282267;1782730472.2820857;75
1782730474.2809758;1782730474.2808568;76
1782730476.2823486;1782730476.282168;77
1782730478.2813609;1782730478.281132;78
1782730480.28222;1782730480.2820876;79
1782730482.281261;1782730482.2810593;80
1782730484.28138;1782730484.2811913;81
1782730486.2819147;1782730486.2818115;82
1782730488.281153;1782730488.280919;83
1782730490.2813706;1782730490.2811875;84
1782730492.2813988;1782730492.2812736;85
1782730494.2798784;1782730494.279701;86
1782730496.280421;1782730496.2802317;87
1782730498.279878;1782730498.2796676;88
1782730500.2803526;1782730500.2801201;89
1782730502.2809565;1782730502.2807422;90
1782730504.2826967;1782730504.2825463;91
1782730506.2818427;1782730506.2815506;92
1782730508.2824218;1782730508.282165;93
1782730510.2799733;1782730510.2797534;94
1782730512.2794545;1782730512.2792501;95
1782730514.2793775;1782730514.2791896;96
1782730516.282299;1782730516.2821782;97
1782730518.2809355;1782730518.2807178;98
1782730520.282132;1782730520.2819118;99
1782730522.281279;1782730522.281137;100
1782730524.2824123;1782730524.2821925;101
1782730526.2811453;1782730526.2808492;102
1782730528.2814748;1782730528.2812881;103
1782730530.2797983;1782730530.2795873;104
