"log_time_s","publish_time_s","file","function","level","line","msg","name"
"1773663156.6537185","1773663156.6537015","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/rosout'","rosbag2_recorder"
"1773663156.6558902","1773663156.6558597","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/Movil_status'","rosbag2_recorder"
"1773663156.657745","1773663156.6577208","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/tipo_exp_int'","rosbag2_recorder"
"1773663156.6579206","1773663156.6579046","./src/rosbag2_transport/recorder.cpp","record","20","365","Recording...","rosbag2_recorder"
"1773663156.6639514","1773663154.4426165","/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/movilNode.py","first_connection","20","220","Conexion Movil : CONNECTED","Movil"
"1773663156.7244697","1773663156.6404364","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/tipo_exp'","rosbag2_recorder"
"1773663156.7244732","1773663156.6422815","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/frame'","rosbag2_recorder"
"1773663156.7244766","1773663156.6439745","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/name_movil_hash'","rosbag2_recorder"
"1773663156.72448","1773663156.6460657","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/events/write_split'","rosbag2_recorder"
"1773663156.7244833","1773663156.6478188","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/jBnode'","rosbag2_recorder"
"1773663156.724487","1773663156.6499538","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/name_movil'","rosbag2_recorder"
"1773663156.735769","1773663152.998992","/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/secondarytaskNode.py","initConnection","20","184","AURICULARES : CONNECTED","ST"
"1773663156.7381465","1773663152.3774881","/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/esp32Node.py","connect","20","56","ESP32 : CONNECTED","sensorHallyPot"
"1773663156.7635782","1773663156.763549","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/diff_time'","rosbag2_recorder"
"1773663156.7663682","1773663156.7663293","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/arduino_status'","rosbag2_recorder"
