"log_time_s","publish_time_s","file","function","level","line","msg","name"
"1765966789.2035692","1765966789.2035475","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/rosout'","rosbag2_recorder"
"1765966789.213745","1765966789.2137215","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/right_wheel_steps'","rosbag2_recorder"
"1765966789.2141263","1765966788.0327303","/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/esp32Node.py","timer_callback","20","47","Dato publicado RW: 0","sensorHallyPot"
"1765966789.214131","1765966789.0318112","/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/esp32Node.py","timer_callback","20","44","Dato publicado LW: 0","sensorHallyPot"
"1765966789.2141347","1765966789.0326705","/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/esp32Node.py","timer_callback","20","47","Dato publicado RW: 0","sensorHallyPot"
"1765966789.2151592","1765966789.2151167","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/pot_esp32'","rosbag2_recorder"
"1765966789.218342","1765966789.2183177","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/parameter_events'","rosbag2_recorder"
"1765966789.219636","1765966789.219608","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/left_wheel_steps'","rosbag2_recorder"
"1765966789.2218208","1765966789.2217991","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/events/write_split'","rosbag2_recorder"
"1765966789.2220395","1765966789.222008","./src/rosbag2_transport/recorder.cpp","record","20","365","Recording...","rosbag2_recorder"
"1765966789.273599","1765966789.1673346","./src/rosbag2_transport/recorder.cpp","RecorderImpl","20","190","Press SPACE for pausing/resuming","rosbag2_recorder"
"1765966789.2741435","1765966789.1993067","./src/rosbag2_transport/recorder.cpp","record","20","353","Listening for topics...","rosbag2_recorder"
"1765966789.274148","1765966789.1993573","./src/rosbag2_transport/recorder.cpp","event_publisher_thread_main","20","371","Event publisher thread: Starting","rosbag2_recorder"
"1765966789.283891","1765966783.6922212","/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/jBNode.py","jb_callback","20","38","Comando Joystick Bluetooth: -2","JoystickBluetooth"
"1765966789.3259866","1765966789.3259602","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/Attended'","rosbag2_recorder"
"1765966789.3284664","1765966789.32843","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/Ejecucion'","rosbag2_recorder"
"1765966789.3311813","1765966789.331154","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/diff_time'","rosbag2_recorder"
"1765966789.33403","1765966789.3339903","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/tipo_exp'","rosbag2_recorder"
"1765966789.3362055","1765966789.3361695","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/modo_exp'","rosbag2_recorder"
"1765966789.3379467","1765966789.3379087","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/name_movil'","rosbag2_recorder"
"1765966789.3396356","1765966789.3396068","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/random_time'","rosbag2_recorder"
"1765966789.3623347","1765966785.701498","/home/samuchair/ros2_ws/install/samuchair/lib/python3.12/site-packages/samuchair/arduinoNode.py","secuencia_conexion","20","31","Conectado al Arduino por /dev/Joystick","Joystick"
"1765966789.9490952","1765966789.9490657","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/jBnode'","rosbag2_recorder"
"1765966789.9507725","1765966789.9507346","./src/rosbag2_transport/recorder.cpp","subscribe_topic","20","569","Subscribed to topic '/frame'","rosbag2_recorder"
